15822,12218.634185870023
15823,16165.721256956014
15824,25100.423668672192
15825,12096.457641951374
15827,18227.743358489042
15828,12878.829420689248
15829,9342.728931438181
15830,13279.347108337828
15831,10373.455085192129
15832,15949.576795040008
15833,20924.160262160884
15834,10616.085733392452
15836,14841.823206237696
15838,13808.227341969106
15840,11842.425367540805
15841,14620.709265487694
15842,25742.687363082776
15843,10403.744799392396
15844,16906.620392563316
15845,13122.994532000646
15846,10350.33567592151
15847,14890.318934559942
15848,13600.070193565996
15849,11069.98800202025
15850,22527.694779272555
15851,11274.478405173655
15852,17205.796941606415
15853,11707.69620095107
15854,15953.071441304062
15855,13686.371399044894
15856,15361.08390760511
15857,16433.373569961568
15858,16747.596325352722
15859,24871.79315991031
15860,10649.445315462975
15861,12806.303696602781
15862,13013.05106727514
15863,12772.462999740808
15864,14440.327757713798
15865,18253.623545224076
15866,11417.607170570589
15867,11065.737377640897
15868,21629.14060328792
15869,13726.764114258434
15870,20950.26583301778
15871,12042.225299271477
15873,18172.219189522133
15874,18786.11575034409
15875,18005.835048502035
15876,16310.267356619754
15877,26487.11570576572
15878,15926.65389869508
15879,13261.353131339465
15880,13378.43633197039
15881,15430.602581234487
15882,16620.449634726385
15883,10305.740687585561
15884,13544.487787584994
15885,13514.499837562897
15887,11670.93673544201
15888,21174.224005500153
15889,22999.0415783719
15890,11342.098439252997
15891,19539.75540052531
15892,12703.74995728805
15893,18962.817236380717
15894,11187.22911908235
15895,21345.078093673837
15897,14166.461867423004
15898,10934.67835873766
15899,15041.835136026431
15900,14693.120685761798
15901,20739.53953935857
15902,17841.598603664912
15903,15121.996918379913
15904,15534.598963109445
15905,25702.151542997257
15906,12193.65635351281
15907,11418.80142015958
15908,17724.53872210509
15909,11904.535355547849
15910,15139.386402499564
15912,15210.654161057388
15913,16560.140417131304
15914,13882.605598759068
15915,21149.652658818515
15916,17791.181822786413
15918,17680.189075245296
15919,10974.93583344656
15920,14768.76559057688
15921,22799.187240388048
15922,9319.216179202227
15923,9525.99743617889
15924,10638.719394867858
15925,12184.328072889322
15926,7850.962328616287
15927,19854.123115781207
15928,11287.625005776967
15929,13364.874792832725
15930,14062.411026570142
15932,16279.72875707736
15933,14823.494354303864
15934,10606.561597552833
15935,13579.369287865089
15936,21234.322133145957
15937,11985.261286857707
15939,10832.853783831692
15940,17910.50660697218
15941,15265.133276046618
15942,14462.362080446406
15943,14304.188067955874
15944,14751.595374949055
15945,18693.641328060396
15947,18382.57434215939
15949,16649.17127639879
15950,26489.005787417133
15951,12094.481215192382
15952,21906.947467924314
15953,13508.128773202292
15954,12567.957558300695
15955,15950.21630639939
15957,13071.311207765852
15958,11552.666575549134
15959,15882.401302634975
15960,21578.465457642822
15961,13343.461929314584
15962,16650.455779561573
15963,14533.046956632455
15964,19498.498108600783
15965,16751.701754757374
15966,17154.93976568098
15967,27113.47427728176
15968,11801.084302761372
15969,23455.67495422172
15970,15533.154686703085
15971,13099.020027930994
15972,15804.244509624521
15973,17042.728690669323
15974,11840.368260568368
16239,6472.973828719942
16240,4305.1681814623935
16241,4201.9844800668225
16243,2973.0882695479613
16244,3761.7214517815855
16246,8071.557970288658
16247,6500.769059434613
16248,5888.037346531094
16249,6673.203119556818
16252,3373.322980117967
16253,8117.997460213222
16255,3997.1575636657035
16256,6163.716594559441
16257,8270.338468180378
16258,7186.481068274103
16259,4100.270881213239
16260,7077.735136386487
16261,6265.6482557622785
16262,4929.994666712178
16264,3079.4017739921237
16265,4237.152615417346
16266,4744.069557622271
16267,4871.525547664148
16268,4046.358160134884
16269,6229.731824495325
16270,6838.51465707279
16271,7288.200075500294
16272,3103.602350588547
16273,8421.305729060485
16274,8087.2982375609545
16275,3746.311640053531
16276,3349.5458646238394
16277,4504.949835806072
16278,4172.38558698843
16279,8659.344405394124
16280,8452.589053660256
16281,7153.90323100533
16282,8108.763058177138
16283,7453.711291590736
16284,4508.6991625755245
16285,4723.11541741481
16286,4030.552187773711
16287,3698.6916434978502
16288,7439.941450230081
16289,6613.111035035779
16290,7992.373379557086
16291,4386.02287111028
16292,6844.717244370936
16293,4197.870995700984
16294,10079.352510158305
16295,4962.631896983538
16296,4060.1785325768687
16297,7232.1585147007045
16298,4869.264034291207
16299,8070.110699953085
16300,3798.262254301607
16301,6885.863252756319
16302,8355.439606019883
16303,4110.1828074463265
16304,9678.538404233861
16305,3899.5639736399035
16306,4599.204447144587
16307,8630.125691880161
16308,9329.016709339838
16309,5935.119617989273
16310,6858.645105323039
16312,4155.948150172494
16313,5716.20973526586
16315,7287.966767637182
16316,2502.8773392975336
16317,7503.61859274175
16318,3614.030358907029
16319,7533.262206375612
16320,7657.562578999295
16321,6591.35193484278
16323,8189.639734369453
16324,7252.731613302969
16325,7518.829823640348
16326,8754.390272594497
16327,10626.672950129023
16328,5837.667319139419
16329,6463.4845228798295
16330,6946.209947667761
16332,5923.87746667979
16333,7774.112972241846
16334,4261.191906262778
16336,5168.3361233321275
16337,4819.514127626549
16338,5828.266564752664
16339,3948.7596656740907
16340,7152.555620418509
16341,6540.524759203583
16342,9482.707836633626
16343,4991.752590561481
16345,7492.2251178227325
16346,8132.879107225057
16347,8710.847002349918
16348,10264.743611271619
16349,4490.939144199489
16350,5570.528352436332
16351,7669.8978720569385
16353,6390.2612398524925
16354,6920.357942800121
16355,4348.277311840862
16356,4247.623343521117
16357,11549.712039308526
16358,5524.833539201422
